manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure
2018.0,59056.0,132.0,92.05,0.3892,96.02,85.84,1.0,0.305,11.1,24.3,73.2,60.0,18.33,43.2,56.9,54.8,1030.0,0
2017.0,117087.0,241.0,84.28,0.4477,96.48,74.72,2.0,0.326,17.3,44.7,64.8,70.2,10.45,38.9,42.9,66.8,806.0,0
2024.0,78549.0,85.0,90.69,0.4935,95.48,73.26,4.0,0.124,21.3,39.1,80.7,68.6,17.78,39.0,59.3,76.2,1276.0,0
2024.0,38634.0,118.0,93.48,0.4396,97.61,74.84,7.0,0.4,21.8,71.3,84.5,55.5,14.55,43.5,53.2,53.5,1329.0,0
2018.0,117335.0,265.0,87.81,0.4805,93.95,96.42,4.0,0.057,15.4,49.7,65.4,55.7,16.62,4.3,61.9,74.5,1078.0,0
2023.0,80232.0,215.0,88.72,0.467,96.84,63.57,9.0,0.439,38.2,98.4,86.6,54.7,16.52,33.3,58.9,42.8,1073.0,0
2019.0,72865.0,223.0,83.58,0.5135,92.78,64.93,1.0,0.315,16.5,37.4,65.2,53.8,11.01,50.0,60.0,65.9,1060.0,0
2024.0,500.0,19.0,99.8,0.3308,97.17,82.74,1.0,0.148,13.5,23.6,72.8,63.1,12.56,12.4,52.2,85.7,1165.0,0
2020.0,144888.0,214.0,76.26,0.6,94.98,35.82,8.0,0.342,23.0,52.6,57.8,57.2,22.49,36.6,60.2,50.8,707.0,0
2023.0,69620.0,121.0,88.02,0.4119,93.74,85.13,4.0,0.242,20.3,65.5,86.3,64.4,18.33,35.6,53.7,68.4,933.0,0
2017.0,112095.0,452.0,78.81,0.6082,93.22,37.54,8.0,0.319,24.3,42.2,61.6,45.5,21.05,13.3,70.6,66.3,829.0,0
2021.0,75557.0,121.0,91.83,0.4655,97.21,81.6,5.0,0.345,18.3,53.3,86.4,51.9,10.9,28.8,66.5,73.7,1279.0,0
2017.0,202409.0,363.0,87.61,0.4878,94.38,79.9,6.0,0.261,20.4,70.7,67.1,52.6,20.13,21.2,61.4,44.2,943.0,0
2024.0,500.0,33.0,95.55,0.449,96.83,95.59,2.0,0.609,6.8,16.1,92.1,47.5,6.37,46.6,60.9,30.6,1391.0,0
2020.0,48058.0,134.0,91.5,0.3953,92.56,64.02,7.0,0.253,9.2,31.5,70.4,64.3,19.74,1.3,51.4,42.1,947.0,0
2020.0,85909.0,149.0,87.61,0.4701,93.18,78.13,4.0,0.324,24.7,60.1,76.3,66.4,13.13,17.0,50.8,43.0,1269.0,0
2022.0,50066.0,104.0,97.57,0.3804,97.97,85.19,4.0,0.279,16.1,42.6,65.3,48.7,12.42,8.5,59.6,56.5,1386.0,0
2019.0,132676.0,304.0,78.74,0.4871,93.69,73.94,7.0,0.558,26.0,58.1,68.9,79.4,19.46,37.1,41.3,45.9,735.0,0
2020.0,12652.0,14.0,97.8,0.3268,96.12,64.02,1.0,0.39,4.8,12.1,82.9,60.5,8.47,52.6,52.8,40.7,1098.0,0
2016.0,55110.0,215.0,89.16,0.3677,96.08,51.23,2.0,0.085,7.2,18.1,78.4,56.8,12.56,26.3,46.6,100.0,849.0,0
2017.0,78549.0,1.0,98.23,0.3291,97.94,59.13,6.0,0.151,1.1,3.0,58.8,56.8,10.16,77.9,52.1,82.8,1152.0,0
2022.0,93603.0,214.0,78.88,0.5843,95.55,38.03,7.0,0.376,47.0,80.8,75.1,61.8,30.26,34.2,51.3,54.4,884.0,0
2016.0,79165.0,235.0,89.04,0.47,94.81,52.16,4.0,0.047,10.4,20.8,56.5,49.7,27.24,0.0,59.1,58.5,1113.0,0
2019.0,66589.0,217.0,88.32,0.4102,94.24,55.05,2.0,0.646,8.9,28.2,70.8,47.5,22.02,24.6,61.9,37.7,1106.0,0
2023.0,50528.0,120.0,91.16,0.3699,95.88,95.33,6.0,0.373,46.0,64.2,93.8,66.6,16.53,30.6,46.5,52.9,1027.0,0
2018.0,121210.0,259.0,75.61,0.5063,94.38,60.83,3.0,0.238,26.0,48.4,66.3,65.7,23.73,62.8,44.6,56.7,739.0,0
2019.0,77060.0,122.0,91.82,0.5067,95.85,86.08,1.0,0.392,16.6,37.3,75.8,52.0,22.98,49.9,56.4,71.3,1247.0,0
2024.0,62272.0,241.0,87.97,0.4431,96.33,99.8,7.0,0.242,39.9,98.1,100.0,47.5,10.62,31.2,59.2,52.1,1138.0,0
2016.0,137869.0,385.0,80.28,0.5605,94.98,62.94,4.0,0.299,17.9,48.4,70.4,57.9,25.48,33.2,55.9,79.2,877.0,0
2018.0,161073.0,444.0,76.14,0.5754,96.55,57.16,6.0,0.097,22.6,47.1,51.2,48.0,29.38,2.0,63.8,84.0,831.0,0
2022.0,94630.0,326.0,85.08,0.5527,95.96,64.55,6.0,0.415,27.4,78.1,93.8,54.1,20.56,39.9,54.8,51.8,989.0,0
2018.0,10285.0,1.0,99.8,0.3513,97.53,66.73,3.0,0.098,2.5,3.0,69.0,62.2,9.6,0.0,59.3,76.5,1188.0,0
2019.0,4825.0,1.0,87.61,0.3578,96.28,66.27,2.0,0.501,1.0,3.0,58.4,52.7,9.48,43.5,65.9,22.7,1497.0,0
2021.0,17936.0,63.0,89.23,0.5715,95.26,80.25,1.0,0.339,20.4,12.7,90.6,64.4,9.94,46.0,53.9,50.2,644.0,0
2024.0,78549.0,34.0,99.8,0.4119,98.2,54.63,2.0,0.29,10.0,18.4,90.0,49.7,5.52,22.8,63.7,79.7,1474.0,0
2022.0,38836.0,93.0,91.66,0.3965,96.52,44.2,3.0,0.249,19.6,25.6,82.5,67.7,17.2,17.1,50.3,43.1,1033.0,0
2021.0,131482.0,301.0,78.27,0.4321,93.36,69.92,6.0,0.261,31.2,92.5,68.6,56.8,17.25,10.6,38.6,74.8,703.0,0
2024.0,6295.0,123.0,93.78,0.4107,93.49,56.81,1.0,0.361,12.0,16.0,92.9,51.5,17.84,27.1,65.4,51.9,1351.0,0
2021.0,32038.0,93.0,87.18,0.554,98.63,57.28,7.0,0.319,16.6,47.1,80.1,41.5,18.33,34.4,65.6,63.3,604.0,0
2016.0,180624.0,369.0,82.05,0.4932,95.86,80.21,3.0,0.224,37.7,64.6,62.6,56.1,17.96,36.3,60.8,79.4,966.0,0
2016.0,66777.0,223.0,88.56,0.4843,98.52,47.79,2.0,0.11,8.2,25.4,53.2,56.2,27.88,17.4,56.1,96.8,1173.0,0
2016.0,52168.0,118.0,96.1,0.4386,97.42,93.61,1.0,0.089,20.4,18.6,53.6,55.6,22.82,25.9,57.8,73.4,1332.0,0
2015.0,63272.0,66.0,93.29,0.4683,93.55,86.4,2.0,0.166,7.5,19.6,60.6,50.8,26.81,33.1,56.3,55.7,1345.0,0
2020.0,4894.0,1.0,99.8,0.3706,96.99,67.78,1.0,0.448,1.0,3.0,72.8,59.5,18.85,60.0,50.8,49.2,1182.0,0
2015.0,44019.0,148.0,90.87,0.4006,94.56,73.34,1.0,0.369,4.3,14.7,56.7,48.3,20.2,14.0,57.0,62.5,981.0,0
2018.0,21979.0,214.0,97.87,0.4218,96.87,72.11,1.0,0.345,2.7,7.9,61.8,45.5,16.4,0.6,70.8,63.2,1461.0,0
2021.0,27380.0,38.0,92.81,0.5063,95.3,75.75,3.0,0.541,4.9,11.1,84.8,68.7,8.43,46.7,45.0,14.4,1051.0,0
2018.0,86076.0,175.0,91.92,0.42,94.98,79.28,1.0,0.081,13.2,36.1,54.1,51.6,29.61,3.0,56.4,100.0,1201.0,0
2020.0,3290.0,33.0,99.54,0.3159,99.5,77.84,1.0,0.461,1.7,3.0,93.2,61.1,0.0,37.4,55.0,52.1,1153.0,0
2023.0,35409.0,72.0,93.41,0.4592,96.32,52.22,6.0,0.287,19.1,51.3,91.8,57.1,16.49,29.3,58.9,64.0,1325.0,0
2022.0,36699.0,214.0,93.31,0.4107,96.6,95.71,3.0,0.26,8.7,20.0,78.5,48.4,13.18,8.2,66.5,87.9,1277.0,0
2018.0,216534.0,353.0,81.11,0.5482,94.6,64.02,9.0,0.386,35.5,90.9,70.3,54.2,20.96,30.5,60.9,39.6,935.0,0
2016.0,78549.0,269.0,85.11,0.4499,96.74,56.06,4.0,0.268,13.3,26.4,61.7,49.0,18.02,53.5,65.9,77.3,1051.0,0
2023.0,42096.0,168.0,90.13,0.3419,95.64,34.6,11.0,0.439,20.7,47.1,91.9,71.9,18.48,36.3,42.5,20.8,886.0,0
2023.0,69536.0,141.0,90.67,0.4568,95.67,86.17,4.0,0.591,23.1,75.7,79.3,52.1,15.4,33.4,65.0,9.0,1192.0,0
2020.0,68242.0,216.0,87.29,0.4831,94.89,69.08,4.0,0.105,20.4,40.5,84.4,54.0,17.54,0.0,59.2,51.7,1109.0,0
2018.0,96500.0,200.0,78.26,0.5063,93.66,71.54,1.0,0.214,11.2,38.0,59.4,50.4,22.77,40.0,53.8,43.5,468.0,0
2015.0,140469.0,253.0,86.07,0.4526,94.98,82.32,3.0,0.427,31.0,45.1,48.2,56.4,18.47,47.9,57.2,52.1,1054.0,0
2020.0,24194.0,97.0,86.9,0.5021,93.66,71.2,4.0,0.631,19.1,55.1,85.4,77.1,17.16,68.0,42.7,17.0,974.0,0
2018.0,51963.0,141.0,83.12,0.5367,95.68,68.07,1.0,0.291,16.6,24.4,76.7,40.8,16.53,0.0,64.0,71.1,556.0,0
2019.0,188157.0,540.0,74.03,0.5926,92.5,61.32,10.0,0.387,32.6,89.8,79.2,51.1,21.93,47.5,57.1,39.5,678.0,0
2024.0,38417.0,15.0,97.99,0.431,94.7,87.16,3.0,0.335,30.0,52.3,80.7,56.8,14.04,36.9,68.0,63.2,1433.0,0
2018.0,147836.0,591.0,69.04,0.5578,92.21,39.05,7.0,0.247,36.6,59.9,68.8,73.3,21.02,8.1,39.3,54.4,1030.0,0
2021.0,96624.0,279.0,84.28,0.4732,93.67,63.05,6.0,0.104,37.0,60.0,70.3,62.6,14.98,0.6,52.8,71.9,751.0,0
2020.0,4891.0,39.0,99.8,0.3375,99.08,88.09,1.0,0.252,3.5,4.6,79.5,64.4,12.06,0.0,56.5,53.8,1164.0,0
2021.0,58526.0,172.0,83.12,0.5396,96.35,63.42,6.0,0.16,29.7,36.3,78.2,36.5,10.12,35.4,71.3,58.6,519.0,0
2022.0,33793.0,89.0,88.85,0.5496,94.98,94.95,1.0,0.071,10.9,32.6,85.9,43.0,11.92,26.9,69.9,81.7,658.0,0
2015.0,107770.0,142.0,86.13,0.4734,93.82,78.44,1.0,0.737,11.6,47.1,57.5,47.4,24.65,58.0,60.8,42.1,1192.0,0
2018.0,23004.0,38.0,99.8,0.3553,95.57,59.81,1.0,0.11,20.4,8.1,68.9,53.6,18.33,18.9,60.1,93.7,1182.0,0
2017.0,42173.0,194.0,89.15,0.3887,93.41,46.75,2.0,0.127,6.2,14.9,62.5,71.6,26.22,15.7,43.7,71.4,918.0,0
2015.0,132367.0,500.0,74.12,0.5063,94.98,37.91,4.0,0.549,24.6,37.4,60.9,62.6,17.44,47.9,54.2,34.0,767.0,0
2019.0,136005.0,276.0,79.69,0.6434,93.32,62.83,7.0,0.257,28.9,66.2,57.9,62.9,22.56,50.0,50.7,57.2,1019.0,0
2021.0,62701.0,214.0,94.78,0.4956,95.18,118.53,3.0,0.218,9.1,30.5,73.3,48.6,18.19,30.4,70.7,58.9,1299.0,0
2019.0,20376.0,54.0,96.74,0.3462,96.3,62.97,1.0,0.155,2.0,3.0,73.0,59.6,8.65,5.3,52.4,76.7,1102.0,0
2020.0,162919.0,424.0,77.51,0.558,94.19,59.64,4.0,0.288,41.1,89.6,76.6,42.8,13.98,35.6,63.2,47.9,864.0,0
2021.0,158687.0,413.0,76.27,0.5813,94.07,56.75,7.0,0.602,30.1,98.9,79.6,55.0,17.7,55.5,56.5,0.0,858.0,0
2020.0,104160.0,248.0,88.79,0.5193,96.08,58.85,7.0,0.154,27.3,67.5,71.8,59.2,27.52,14.1,57.9,92.2,1151.0,0
2021.0,43721.0,112.0,95.48,0.4258,99.37,89.26,1.0,0.425,10.0,27.3,74.4,37.2,9.66,19.8,73.7,73.0,1293.0,0
2020.0,78549.0,81.0,92.79,0.4263,95.69,49.13,1.0,0.237,9.4,26.7,91.7,57.7,17.65,33.2,59.9,77.2,1044.0,0
2017.0,2971.0,72.0,97.95,0.3644,94.98,85.57,1.0,0.382,1.5,3.0,59.6,50.0,18.33,26.4,60.9,55.3,1384.0,0
2017.0,52744.0,182.0,89.31,0.4577,94.63,48.94,4.0,0.076,6.5,19.8,60.9,52.7,9.43,30.3,56.5,71.8,1215.0,0
2024.0,66947.0,244.0,83.99,0.5405,95.96,44.83,10.0,0.648,32.0,96.0,96.1,56.2,18.14,21.8,53.3,65.3,1057.0,0
2023.0,34781.0,85.0,92.7,0.4976,96.22,88.49,5.0,0.193,16.7,47.1,89.8,41.4,9.52,10.4,73.2,69.4,699.0,0
2017.0,78549.0,366.0,83.59,0.5379,96.2,69.19,3.0,0.17,16.4,50.2,77.0,55.5,15.78,0.0,59.7,90.1,972.0,0
2021.0,140322.0,175.0,87.68,0.4473,94.13,64.02,7.0,0.737,37.4,105.6,95.5,63.5,9.69,51.8,54.8,0.0,898.0,0
2019.0,92792.0,227.0,87.15,0.4278,93.76,75.62,6.0,0.325,11.4,39.5,68.8,66.0,16.57,23.1,50.6,45.5,831.0,0
2016.0,187444.0,375.0,76.04,0.5629,94.9,70.89,7.0,0.393,25.3,65.2,55.7,72.9,25.64,19.5,47.2,57.6,695.0,0
2018.0,117218.0,387.0,77.42,0.5563,93.48,42.63,4.0,0.246,15.0,48.4,79.8,64.9,32.65,57.4,58.3,0.0,860.0,0
2023.0,48937.0,183.0,87.7,0.4478,95.52,64.34,8.0,0.225,24.1,53.7,100.0,52.7,11.07,1.5,58.4,85.8,916.0,0
2023.0,67344.0,172.0,92.55,0.4902,95.28,72.65,7.0,0.22,22.9,77.7,95.1,46.0,16.66,18.3,70.5,31.0,1201.0,0
2021.0,144340.0,298.0,79.77,0.5045,93.6,76.83,8.0,0.433,29.4,92.4,88.8,68.5,22.21,45.9,48.7,20.7,730.0,0
2021.0,78549.0,302.0,79.09,0.5365,91.88,53.77,7.0,0.192,49.8,78.4,74.5,67.6,11.31,0.0,52.0,47.9,740.0,0
2022.0,40364.0,70.0,98.85,0.3757,97.88,81.71,4.0,0.275,18.8,43.8,96.7,53.6,8.75,24.8,51.3,91.0,1345.0,0
2020.0,500.0,48.0,94.69,0.4253,94.98,92.21,2.0,0.229,2.0,3.0,56.6,60.2,27.47,24.0,52.5,94.1,1345.0,0
2021.0,22935.0,46.0,93.21,0.4115,96.03,64.02,2.0,0.359,5.0,16.4,72.8,71.9,13.15,22.4,39.1,68.2,1073.0,0
2022.0,9436.0,30.0,99.8,0.3507,97.6,64.02,1.0,0.121,7.2,8.9,79.2,42.9,9.89,34.5,61.5,100.0,1491.0,0
2021.0,48772.0,247.0,82.25,0.5095,94.64,34.39,4.0,0.399,19.0,36.1,71.5,55.7,18.33,30.8,59.3,56.2,1037.0,0
2020.0,42193.0,158.0,81.86,0.5695,92.79,56.3,2.0,0.264,14.6,17.8,89.7,55.7,18.33,43.8,63.3,52.1,509.0,0
2015.0,202645.0,623.0,69.82,0.6426,92.21,44.99,9.0,0.219,20.5,47.1,59.3,62.6,31.24,0.0,55.0,62.9,637.0,0
2020.0,73879.0,250.0,83.94,0.4828,94.4,49.77,5.0,0.088,19.9,42.2,72.8,58.3,22.45,25.5,52.0,66.9,815.0,0
2022.0,19148.0,1.0,99.8,0.3763,96.96,120.32,1.0,0.319,7.6,15.1,81.4,62.8,12.77,7.6,56.5,100.0,1131.0,0
2022.0,16982.0,54.0,96.2,0.41,98.24,92.6,2.0,0.72,20.4,27.7,71.0,46.7,7.41,33.2,76.2,63.2,1030.0,0
2020.0,91400.0,172.0,92.14,0.412,95.28,64.02,5.0,0.319,42.7,62.0,88.7,40.2,16.87,4.2,61.9,80.0,1193.0,0
2023.0,38869.0,89.0,93.13,0.4051,96.55,52.12,4.0,0.317,12.7,34.7,90.9,69.8,11.33,22.1,44.7,77.7,1004.0,0
2017.0,182574.0,596.0,74.91,0.5702,95.21,46.08,7.0,0.414,46.1,68.9,65.6,57.1,17.53,2.6,56.4,53.5,691.0,0
2021.0,78549.0,223.0,85.91,0.402,93.96,98.16,3.0,0.467,25.7,80.6,81.7,71.7,21.15,25.7,45.5,37.4,839.0,0
2020.0,53736.0,105.0,89.03,0.5379,96.72,77.44,7.0,0.597,18.5,55.3,96.3,49.2,12.05,45.6,67.1,20.6,606.0,0
2015.0,41947.0,24.0,99.8,0.3896,97.45,88.04,4.0,0.108,7.5,15.5,56.7,54.0,13.96,9.3,60.8,80.7,1508.0,0
2022.0,94422.0,179.0,90.88,0.4128,97.43,72.76,5.0,0.011,26.9,47.1,84.8,77.7,12.7,7.2,43.5,79.3,952.0,0
2021.0,156968.0,536.0,78.58,0.5475,95.13,64.02,9.0,0.331,48.1,103.9,90.3,59.7,6.72,14.2,55.4,18.0,784.0,0
2017.0,25349.0,214.0,92.44,0.4474,95.5,69.58,1.0,0.422,4.4,10.6,75.3,54.8,16.79,26.3,54.1,49.8,1224.0,0
2018.0,13328.0,1.0,99.31,0.3537,94.98,68.89,2.0,0.327,1.4,3.0,52.7,63.9,20.59,8.0,48.0,75.1,1194.0,0
2021.0,10401.0,21.0,99.8,0.3339,97.82,48.46,1.0,0.184,1.2,3.0,87.6,69.8,5.69,11.9,53.2,55.7,1190.0,0
2024.0,37088.0,27.0,99.43,0.4076,96.94,85.68,3.0,0.204,33.5,47.1,95.2,58.2,10.4,55.0,53.9,81.5,1432.0,0
2024.0,655.0,20.0,96.0,0.4663,94.84,80.1,2.0,0.55,6.6,20.6,96.5,48.9,19.31,38.8,71.7,69.9,1461.0,0
2018.0,78549.0,511.0,73.43,0.5902,94.98,68.97,9.0,0.537,47.1,99.9,72.1,56.8,21.92,51.2,57.3,29.0,702.0,0
2022.0,22211.0,68.0,87.61,0.5002,94.88,62.44,1.0,0.357,15.2,20.3,72.8,45.7,11.03,32.0,72.1,45.5,631.0,0
2024.0,27147.0,105.0,90.22,0.4779,96.1,57.08,4.0,0.373,20.4,59.8,100.0,42.2,5.67,38.1,74.5,26.7,1221.0,0
2024.0,4871.0,1.0,99.01,0.4384,96.55,86.56,1.0,0.13,2.3,3.0,90.0,49.3,15.32,18.7,56.9,77.1,1518.0,0
2022.0,43403.0,214.0,89.5,0.4703,96.97,44.35,4.0,0.279,24.5,35.1,84.6,60.0,16.34,10.6,58.6,94.4,1162.0,0
2022.0,62915.0,150.0,93.37,0.4142,98.02,109.61,5.0,0.319,25.6,53.6,84.4,52.7,19.59,34.5,63.7,67.3,1271.0,0
2015.0,49174.0,113.0,95.23,0.437,94.5,72.4,2.0,0.319,6.3,15.6,49.8,53.2,26.77,33.2,60.9,77.1,1316.0,0
2022.0,57298.0,184.0,85.96,0.3516,93.69,49.32,7.0,0.332,13.6,47.5,87.2,62.4,11.31,50.9,56.6,73.3,913.0,0
2024.0,17397.0,1.0,99.8,0.4139,94.98,104.78,1.0,0.277,17.3,22.9,95.8,43.6,12.16,9.0,68.0,61.8,1478.0,0
2020.0,10472.0,142.0,92.93,0.428,94.83,48.31,6.0,0.248,19.1,24.3,83.2,44.8,6.04,44.0,59.4,44.6,1255.0,0
2023.0,93773.0,248.0,88.3,0.4844,94.0,82.32,5.0,0.092,32.8,91.6,88.8,56.8,12.8,5.2,57.3,59.2,1082.0,0
2023.0,40792.0,95.0,99.8,0.5063,93.74,58.58,8.0,0.032,11.5,29.9,96.1,44.8,9.41,12.0,66.0,52.1,1380.0,0
2021.0,42834.0,153.0,86.87,0.4968,95.01,62.42,4.0,0.613,17.7,28.7,77.8,49.2,15.13,58.1,59.2,16.0,1157.0,0
2020.0,17647.0,1.0,99.8,0.3061,95.5,62.5,1.0,0.498,9.7,14.2,76.1,63.8,7.24,35.2,56.5,32.8,1198.0,0
2020.0,116980.0,300.0,69.84,0.6838,93.96,60.49,5.0,0.15,34.5,65.8,70.4,47.4,26.36,14.3,63.1,71.0,322.0,0
2018.0,500.0,1.0,99.8,0.4462,96.93,83.1,1.0,0.142,5.0,6.1,69.3,61.5,16.79,45.0,53.6,56.0,1486.0,0
2021.0,78549.0,103.0,94.88,0.4744,96.8,61.58,3.0,0.111,3.6,5.9,72.8,55.5,18.38,35.9,60.4,88.7,1311.0,0
2021.0,123988.0,311.0,87.65,0.4403,97.66,89.62,5.0,0.293,33.7,86.6,72.8,42.2,25.13,37.6,67.7,4.4,995.0,0
2021.0,2340.0,1.0,98.94,0.3457,97.5,102.39,1.0,0.226,20.4,3.0,86.7,51.2,10.97,39.6,61.1,82.0,1030.0,0
2020.0,500.0,1.0,99.8,0.374,97.03,69.8,1.0,0.073,1.2,3.0,79.1,58.7,6.8,6.6,58.5,89.8,1201.0,0
2022.0,90579.0,399.0,78.02,0.5351,94.98,33.92,8.0,0.709,34.0,66.6,79.1,56.0,14.02,58.7,61.5,0.0,883.0,0
2022.0,54635.0,140.0,86.42,0.5063,93.85,66.74,5.0,0.49,13.2,35.4,77.0,56.0,12.12,33.2,56.8,40.3,1197.0,0
2021.0,5866.0,1.0,99.67,0.3591,96.67,61.05,1.0,0.105,3.3,6.8,78.6,39.7,5.23,26.1,73.5,86.9,1030.0,0
2020.0,56597.0,208.0,89.36,0.4189,95.63,72.48,5.0,0.081,14.8,47.1,62.1,56.8,14.98,29.4,56.0,100.0,1096.0,0
2018.0,122715.0,516.0,76.39,0.5063,93.11,37.69,7.0,0.25,43.1,52.2,67.8,59.5,24.93,12.8,54.1,85.9,765.0,0
2022.0,77615.0,161.0,90.56,0.4845,95.27,94.48,6.0,0.328,26.3,66.9,82.9,57.2,13.07,32.9,57.3,45.1,1230.0,0
2022.0,38823.0,137.0,87.61,0.4034,98.02,76.19,5.0,0.535,22.0,30.2,72.8,48.2,17.06,0.7,69.5,66.8,1343.0,0
2020.0,17607.0,75.0,91.01,0.4687,94.64,57.83,1.0,0.275,7.4,16.4,81.1,70.5,21.72,52.6,50.4,52.7,1322.0,0
2018.0,146639.0,584.0,70.74,0.615,92.52,34.98,9.0,0.355,23.7,63.5,62.8,57.8,31.57,24.6,52.9,44.6,653.0,0
2019.0,54678.0,131.0,90.27,0.4524,97.6,77.38,1.0,0.106,18.8,27.5,62.1,50.2,17.03,33.2,62.1,100.0,1286.0,0
2020.0,145335.0,519.0,71.42,0.5897,94.55,45.55,10.0,0.382,51.6,87.0,70.0,71.6,34.32,46.9,49.2,51.6,702.0,0
2021.0,63309.0,161.0,93.09,0.4526,95.63,73.23,4.0,0.205,19.1,41.3,85.5,53.0,17.62,0.0,60.5,84.5,1263.0,0
2017.0,52561.0,120.0,93.24,0.4718,94.21,76.66,3.0,0.303,11.1,14.2,68.4,47.1,10.12,32.2,59.8,74.8,1299.0,0
2015.0,25075.0,53.0,97.26,0.4015,97.63,94.58,3.0,0.208,3.9,6.6,66.0,45.2,4.09,26.5,66.7,98.8,1408.0,0
2015.0,186516.0,474.0,70.63,0.6066,95.46,58.95,9.0,0.636,29.1,57.1,46.6,61.2,24.59,68.4,51.0,27.8,681.0,0
2020.0,53930.0,112.0,99.8,0.3933,98.26,79.66,1.0,0.113,16.8,38.1,82.1,46.7,9.72,0.7,70.1,100.0,1356.0,0
2015.0,120458.0,236.0,79.96,0.4884,92.56,80.57,2.0,0.566,18.9,35.7,64.8,66.2,18.33,57.8,42.1,25.5,748.0,0
2017.0,500.0,7.0,99.59,0.3709,97.45,91.31,1.0,0.54,1.2,3.0,60.9,44.4,18.49,37.5,64.5,18.5,1549.0,0
2023.0,40554.0,120.0,91.26,0.4967,94.62,85.54,3.0,0.319,14.1,49.3,66.6,54.0,20.57,10.1,56.2,72.8,1313.0,0
2019.0,132386.0,249.0,87.82,0.502,95.91,68.72,8.0,0.501,27.6,55.6,69.5,52.8,15.39,49.8,63.7,53.4,1101.0,0
2017.0,3277.0,1.0,96.13,0.4061,97.3,91.67,1.0,0.328,1.0,3.0,52.9,53.8,21.64,47.9,56.5,59.9,1030.0,0
2015.0,13944.0,124.0,97.1,0.3763,97.9,81.27,1.0,0.353,1.7,3.0,55.5,54.2,15.54,18.8,58.5,79.5,1268.0,0
2020.0,174181.0,334.0,79.19,0.4623,93.89,74.36,2.0,0.219,17.6,54.7,61.8,73.8,34.12,9.5,46.5,62.1,645.0,0
2023.0,500.0,1.0,96.35,0.3964,96.5,44.72,1.0,0.399,1.0,3.0,98.2,56.8,2.19,69.9,62.5,73.5,1385.0,0
2020.0,90175.0,168.0,89.21,0.467,95.09,104.03,3.0,0.261,21.9,31.6,65.3,44.7,15.85,39.3,66.2,38.4,1181.0,0
2018.0,191989.0,566.0,77.85,0.5602,93.1,53.41,7.0,0.017,26.8,77.9,62.5,51.6,18.82,0.0,61.3,83.5,1030.0,0
2024.0,500.0,1.0,99.8,0.3777,96.58,86.92,2.0,0.044,3.3,8.4,89.2,39.6,8.89,16.4,72.8,88.2,806.0,0
2019.0,78549.0,211.0,91.83,0.3721,95.79,73.46,3.0,0.28,12.3,37.6,57.9,54.1,23.2,0.0,61.8,53.5,1030.0,0
2015.0,78549.0,275.0,80.02,0.459,91.48,60.81,5.0,0.493,9.6,27.2,72.8,66.5,18.27,27.6,54.4,0.0,701.0,0
2023.0,44627.0,63.0,94.34,0.4413,95.77,88.75,4.0,0.244,18.1,45.4,72.8,44.8,9.7,29.1,68.2,71.1,1318.0,0
2023.0,90158.0,206.0,88.11,0.5447,96.54,73.52,8.0,0.436,29.4,94.7,85.8,65.1,5.32,50.8,56.5,34.1,1096.0,0
2020.0,72538.0,229.0,88.31,0.4264,97.38,67.54,4.0,0.081,33.1,43.4,84.6,68.5,19.0,23.7,48.1,73.6,810.0,0
2020.0,127521.0,601.0,75.9,0.5676,95.19,38.49,11.0,0.233,21.7,70.5,71.0,56.8,15.08,6.3,55.0,44.1,685.0,0
2024.0,18230.0,143.0,96.35,0.3947,96.21,75.24,2.0,0.29,9.6,14.6,95.7,41.3,5.6,19.9,65.0,34.7,1319.0,0
2023.0,78549.0,186.0,84.1,0.4297,97.39,75.54,12.0,0.271,44.9,98.1,92.2,81.4,19.69,65.8,40.3,75.3,810.0,0
2016.0,178737.0,389.0,73.22,0.4805,94.37,62.29,3.0,0.167,21.2,58.6,53.1,65.0,28.37,27.1,51.2,79.5,604.0,0
2023.0,1107.0,9.0,99.8,0.3959,96.64,55.75,2.0,0.036,20.4,3.0,88.4,40.5,9.02,36.2,73.4,94.1,1501.0,0
2017.0,88192.0,356.0,87.61,0.5522,94.31,56.07,1.0,0.12,11.3,33.4,51.3,54.2,25.87,26.8,60.6,56.7,988.0,0
2023.0,7259.0,121.0,90.62,0.4314,94.15,29.5,1.0,0.225,1.1,3.0,80.3,56.8,20.04,33.7,45.5,56.4,1018.0,0
2016.0,167616.0,357.0,76.79,0.5585,93.41,69.93,4.0,0.248,18.6,55.4,74.4,52.5,19.65,23.7,58.0,56.0,886.0,0
2021.0,60036.0,185.0,91.32,0.4057,96.73,40.69,3.0,0.404,16.7,52.5,79.1,70.4,18.41,41.6,43.9,78.4,910.0,0
2017.0,152900.0,340.0,79.85,0.5633,96.82,67.16,7.0,0.569,22.1,49.0,62.2,64.5,19.11,64.2,43.1,31.4,997.0,0
2024.0,18225.0,15.0,99.8,0.3721,95.36,44.2,6.0,0.162,11.7,35.6,93.2,42.3,0.0,19.5,64.9,65.0,1428.0,0
