vehicle_id,manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure,BMS_warning_count,capacity_loss_percent,vehicle_age_years
EV187404,2018.0,147722.0,352.0,87.61,0.5063,94.55,77.86,8.0,0.287,26.2,64.6,69.4,56.9,22.28,39.2,51.9,70.5,986.0,0,2.0,17.27,8.1
EV106987,2019.0,127366.0,306.0,81.13,0.4312,94.2,70.36,8.0,0.319,46.1,64.2,82.9,69.9,22.45,38.7,51.3,11.2,768.0,0,4.0,18.87,7.13
EV203993,2023.0,31061.0,79.0,87.61,0.3837,94.51,64.83,1.0,0.04,14.3,47.0,84.0,47.2,17.0,29.8,64.2,75.5,1368.0,0,3.0,0.57,
EV204208,2016.0,78549.0,1351.0,53.91,0.7326,90.33,36.88,18.0,0.636,90.4,161.1,44.5,60.1,44.0,54.9,55.6,16.1,94.0,1,2.0,46.09,10.14
EV198441,2016.0,348180.0,214.0,60.32,0.6974,89.97,44.28,10.0,0.563,38.5,114.4,47.4,65.4,43.96,47.0,53.2,12.7,328.0,1,3.0,39.68,10.0
EV141067,2017.0,223778.0,571.0,63.3,0.8296,86.33,48.68,11.0,0.303,24.1,78.6,72.8,56.8,29.82,94.8,33.2,18.8,576.0,1,10.0,36.7,9.18
EV145136,2018.0,207611.0,1015.0,56.13,0.7077,90.57,22.56,14.0,0.425,72.0,87.2,65.2,62.9,34.47,46.9,51.6,0.0,317.0,1,1.0,43.87,7.97
EV268640,2019.0,16848.0,76.0,92.25,0.5063,95.83,60.78,2.0,0.307,1.1,3.0,78.8,54.9,20.41,45.9,55.7,75.8,675.0,0,3.0,7.75,6.95
EV295278,2024.0,36809.0,106.0,88.5,0.5043,94.53,64.19,1.0,0.124,23.9,45.9,83.9,56.8,14.59,18.1,60.3,63.0,613.0,0,3.0,11.5,2.26
EV221001,2023.0,104524.0,291.0,86.1,0.4415,92.74,64.02,9.0,0.319,37.6,105.5,81.3,56.8,15.63,44.4,63.8,4.1,1086.0,0,2.0,13.9,3.0
EV166006,2018.0,143246.0,667.0,53.85,0.7387,94.98,22.62,12.0,0.598,20.4,54.9,67.3,92.7,29.49,85.7,31.1,3.6,265.0,1,3.0,46.15,7.98
EV190457,2016.0,244090.0,376.0,57.54,0.8889,87.89,71.93,4.0,0.341,20.4,78.2,62.1,64.7,33.41,69.0,50.2,17.0,242.0,1,5.0,42.46,9.96
EV208219,2020.0,96755.0,123.0,87.61,0.537,94.71,110.95,1.0,0.093,15.1,50.7,68.1,48.7,23.08,16.6,69.1,80.3,574.0,0,2.0,13.19,6.11
EV252390,2024.0,38521.0,175.0,86.9,0.4598,94.98,59.14,3.0,0.29,23.5,63.1,99.4,42.4,19.43,15.4,67.1,40.5,1030.0,0,3.0,,2.27
EV242410,2023.0,19883.0,1.0,99.8,0.3827,95.83,61.84,1.0,0.176,12.3,25.9,87.9,47.3,6.08,13.3,70.2,91.6,1484.0,0,2.0,0.2,3.2
EV142849,2023.0,60321.0,140.0,91.38,0.5063,94.66,84.33,6.0,0.319,36.5,66.2,89.1,61.4,8.96,2.0,49.9,69.8,968.0,0,2.0,8.62,2.98
EV273004,2019.0,184064.0,215.0,88.9,0.437,94.71,114.45,7.0,0.616,49.3,86.8,68.1,63.5,22.58,65.3,55.6,0.0,1164.0,1,5.0,11.1,6.96
EV177756,2015.0,25009.0,132.0,85.71,0.531,92.99,85.75,1.0,0.235,1.2,3.0,53.1,65.2,27.35,40.3,46.2,24.9,1178.0,0,0.0,14.29,11.16
EV164646,2018.0,21127.0,115.0,93.89,0.4337,96.07,53.26,2.0,0.425,3.7,10.3,71.0,55.5,12.82,33.2,56.5,49.5,1308.0,0,4.0,6.11,8.09
EV186380,2023.0,8363.0,129.0,96.28,0.4331,96.54,62.56,3.0,0.266,8.7,21.8,80.5,51.4,10.05,21.0,65.5,73.9,1030.0,0,2.0,3.72,
EV224806,2024.0,29281.0,112.0,93.85,0.5146,94.98,43.39,7.0,0.1,15.1,45.4,94.1,45.5,9.06,11.0,58.7,66.1,1302.0,0,4.0,6.15,1.97
EV223917,2016.0,429273.0,1386.0,37.25,0.8327,89.66,23.13,13.0,0.546,48.9,141.6,51.6,80.1,48.21,91.2,38.9,11.0,0.0,1,6.0,62.75,10.1
EV241728,2019.0,183646.0,420.0,72.82,0.6806,91.08,66.91,1.0,0.64,26.5,87.4,58.8,82.7,34.6,74.9,41.0,0.0,766.0,1,4.0,,6.95
EV253966,2020.0,92667.0,344.0,85.37,0.4991,95.66,44.02,4.0,0.12,30.7,38.7,78.1,56.8,14.09,13.6,60.2,93.4,950.0,0,4.0,14.63,7.96
EV125329,2019.0,48039.0,204.0,87.61,0.4295,96.17,50.16,4.0,0.084,11.8,24.9,71.5,50.7,17.59,12.4,63.9,87.9,1193.0,0,2.0,7.42,7.06
EV194178,2017.0,366691.0,878.0,60.32,0.7379,90.23,49.65,9.0,0.539,77.0,47.1,66.1,62.2,40.66,64.3,55.0,0.0,407.0,1,2.0,39.68,8.85
EV180711,2020.0,15157.0,82.0,95.84,0.4457,97.51,85.13,1.0,0.13,4.5,47.1,78.1,48.7,13.67,13.6,61.4,98.0,1371.0,0,2.0,4.16,6.23
EV219030,2023.0,36745.0,168.0,88.26,0.4404,95.24,40.57,5.0,0.312,10.8,31.8,90.1,56.8,12.69,8.3,53.1,52.1,919.0,0,1.0,11.74,3.16
EV239581,2015.0,437912.0,1801.0,30.28,1.0472,88.22,14.48,19.0,0.365,64.3,136.0,53.0,74.6,47.09,0.0,45.6,1.8,1030.0,1,4.0,69.72,11.13
EV219170,2019.0,66970.0,411.0,75.96,0.6542,94.21,30.81,6.0,0.177,23.7,35.5,55.3,59.4,24.22,57.7,56.1,72.1,860.0,0,0.0,24.04,6.63
EV141468,2020.0,99589.0,216.0,91.29,0.4217,93.21,64.02,1.0,0.449,18.9,30.1,43.2,44.0,8.88,26.1,61.9,40.9,1148.0,0,2.0,8.71,9.93
EV134702,2024.0,33918.0,145.0,94.35,0.3997,95.5,39.73,6.0,0.158,20.3,42.8,92.3,67.7,17.09,20.2,52.0,53.8,997.0,0,3.0,5.65,
EV177023,2024.0,500.0,1.0,99.8,0.5063,97.0,60.16,3.0,0.197,1.4,3.5,90.2,44.0,16.14,26.1,66.2,72.5,1457.0,0,0.0,0.2,1.92
EV128132,2020.0,73639.0,251.0,70.03,0.7269,92.62,42.93,4.0,0.406,12.2,38.7,71.7,48.2,34.03,30.6,60.6,69.2,369.0,0,3.0,29.97,5.89
EV265697,2020.0,112028.0,269.0,73.86,0.6411,93.31,69.59,2.0,0.431,39.1,67.3,69.6,83.5,23.21,79.0,41.3,16.8,650.0,1,2.0,26.14,6.02
EV299471,2018.0,148000.0,481.0,73.31,0.5457,94.98,46.7,8.0,0.256,28.1,65.1,53.9,58.5,38.74,61.6,52.5,45.4,747.0,1,4.0,26.69,8.04
EV249800,2024.0,10557.0,11.0,99.8,0.3873,97.94,40.25,1.0,0.455,2.1,4.8,100.0,51.0,1.88,35.2,56.9,76.9,1030.0,0,1.0,0.2,2.01
EV204285,2023.0,27552.0,60.0,96.35,0.3448,98.82,89.45,5.0,0.319,30.0,37.1,72.8,64.8,16.99,49.8,58.0,100.0,1101.0,0,3.0,3.65,2.82
EV186216,2024.0,13837.0,1.0,99.8,0.3449,96.42,119.06,3.0,0.356,15.2,25.8,100.0,57.7,14.489999999999998,18.8,54.6,52.1,1162.0,0,0.0,0.2,1.97
EV238593,2017.0,8974.0,38.0,99.8,0.3705,95.56,68.02,2.0,0.399,1.7,3.0,65.2,53.5,18.6,14.1,64.9,40.6,1439.0,0,0.0,0.2,9.35
EV216889,2024.0,12977.0,6.0,98.6,0.4634,97.81,68.99,2.0,0.279,19.1,30.4,96.9,51.1,6.57,44.8,60.5,59.9,1475.0,0,1.0,1.4,2.23
EV151324,2020.0,500.0,1.0,99.8,0.3457,98.42,56.26,2.0,0.052,1.3,3.0,63.8,57.5,20.86,34.4,58.5,100.0,1179.0,0,4.0,0.2,5.68
EV202354,2017.0,81043.0,301.0,82.44,0.5378,96.19,51.71,5.0,0.418,16.5,28.4,65.4,64.4,23.11,47.6,48.4,61.0,970.0,0,2.0,17.56,9.03
EV219126,2020.0,6907.0,35.0,99.8,0.3999,96.05,62.8,1.0,0.363,4.4,8.4,65.8,46.4,18.33,47.5,61.9,32.5,1455.0,0,2.0,0.2,6.05
EV231398,2016.0,172053.0,415.0,76.76,0.6408,92.1,67.22,5.0,0.079,16.2,55.9,61.4,57.5,23.17,27.7,59.4,63.0,857.0,0,2.0,23.24,10.02
EV186681,2020.0,45605.0,178.0,86.51,0.4657,94.65,65.21,4.0,0.607,7.4,17.7,77.2,49.1,10.11,53.8,64.0,14.0,1166.0,0,2.0,13.49,7.11
EV125371,2015.0,367849.0,2313.0,37.47,0.7754,90.19,64.02,24.0,0.423,33.8,113.8,52.0,95.1,42.33,33.2,36.9,0.0,0.0,1,6.0,62.53,10.79
EV125738,2024.0,29093.0,45.0,97.79,0.4028,95.1,81.33,8.0,0.346,28.6,48.2,94.6,46.7,15.27,50.4,58.7,65.3,1421.0,0,1.0,2.21,2.14
EV196107,2017.0,83628.0,255.0,79.48,0.5015,93.57,68.94,5.0,0.349,13.4,47.1,62.5,68.6,29.31,40.5,49.6,28.8,779.0,1,4.0,20.52,9.02
EV256152,2015.0,304830.0,576.0,51.42,0.8871,89.71,50.59,6.0,0.567,46.5,96.6,72.8,68.0,36.82,58.1,43.9,0.0,132.0,1,5.0,48.58,10.47
EV298848,2023.0,16916.0,64.0,95.8,0.408,95.73,84.1,2.0,0.316,10.3,29.2,85.0,49.9,16.16,39.7,64.4,64.8,1349.0,0,1.0,4.2,2.83
EV117809,2021.0,78549.0,309.0,84.67,0.5188,94.78,47.45,6.0,0.483,31.4,59.5,79.5,56.8,14.16,38.6,63.3,43.8,1024.0,0,5.0,15.33,5.12
EV273196,2015.0,74332.0,250.0,83.81,0.4306,95.74,60.43,1.0,0.229,7.9,19.4,66.6,72.8,18.11,0.0,46.7,64.4,789.0,0,0.0,16.19,11.33
EV176587,2017.0,67599.0,259.0,86.58,0.4499,96.12,44.48,3.0,0.556,11.5,24.7,69.0,52.6,11.62,52.7,59.8,25.6,1080.0,0,2.0,13.42,9.1
EV157811,2019.0,89119.0,266.0,89.89,0.4457,97.91,70.78,2.0,0.358,13.9,45.8,73.3,49.5,21.19,30.2,64.2,90.6,1115.0,0,0.0,,6.85
EV228037,2024.0,500.0,19.0,99.8,0.3735,99.5,58.17,3.0,0.428,5.1,17.3,90.6,48.2,18.33,53.3,66.4,67.1,1457.0,0,2.0,0.2,2.23
EV123694,2019.0,78549.0,179.0,87.61,0.4592,94.41,80.95,2.0,0.439,4.0,13.2,80.8,49.5,17.51,38.7,61.0,51.2,1245.0,0,1.0,11.05,6.98
EV219350,2019.0,65662.0,312.0,81.98,0.497,94.97,36.81,6.0,0.225,14.4,32.3,68.0,53.7,19.63,10.4,69.7,75.2,962.0,0,4.0,18.02,6.97
EV146334,2018.0,148986.0,382.0,81.0,0.6033,95.6,72.34,9.0,0.369,27.8,65.1,75.8,50.0,18.33,8.7,55.2,16.3,877.0,0,2.0,19.0,7.88
EV131163,2020.0,32310.0,105.0,93.91,0.4344,94.09,78.44,1.0,0.156,8.3,24.7,79.4,45.7,12.0,19.0,69.5,61.8,1275.0,0,2.0,6.09,6.16
EV155753,2022.0,57159.0,214.0,96.38,0.4232,97.51,78.16,6.0,0.317,19.2,47.1,68.6,51.8,30.19,43.8,56.9,66.6,1379.0,0,2.0,3.62,4.23
EV210927,2023.0,500.0,1.0,99.8,0.3935,97.54,35.23,4.0,0.258,2.4,3.0,80.6,38.4,9.31,0.0,72.9,68.1,789.0,0,2.0,0.2,2.95
EV292144,2016.0,250188.0,802.0,62.27,0.7285,92.01,38.46,5.0,0.398,38.5,83.9,60.4,67.9,32.24,56.1,43.9,34.6,441.0,1,7.0,37.73,9.87
EV133890,2022.0,44196.0,212.0,84.64,0.4989,94.18,41.11,4.0,0.122,22.7,30.4,80.2,63.6,12.33,28.3,54.1,52.1,805.0,0,1.0,15.36,4.18
EV268747,2015.0,410133.0,1262.0,46.15,0.8934,85.1,28.64,4.0,0.722,69.5,124.9,53.4,80.1,34.93,95.3,35.6,0.0,146.0,1,4.0,53.85,11.15
EV181740,2024.0,500.0,16.0,96.09,0.3945,97.16,60.84,1.0,0.214,1.5,3.0,88.3,61.0,19.31,20.3,54.0,64.9,1131.0,0,2.0,3.91,2.14
EV259106,2020.0,14854.0,214.0,91.07,0.3783,96.82,49.32,1.0,0.387,1.6,3.0,72.0,61.7,19.87,46.8,51.1,52.0,1004.0,0,2.0,8.93,4.89
EV163517,2015.0,450000.0,1464.0,41.8,0.7729,87.25,26.11,16.0,0.64,57.8,154.3,54.2,90.2,34.82,42.6,37.1,0.0,0.0,1,6.0,58.2,10.94
EV281902,2023.0,48587.0,131.0,95.46,0.4079,94.24,70.3,4.0,0.307,20.1,60.5,84.9,47.9,6.79,36.9,67.7,58.7,1322.0,0,2.0,4.54,2.96
EV247168,2023.0,30162.0,15.0,92.97,0.3889,94.62,88.95,2.0,0.393,12.5,38.2,80.6,46.0,15.85,45.7,56.9,57.7,1382.0,0,2.0,7.03,3.23
EV229910,2023.0,19935.0,83.0,94.8,0.3818,96.41,74.95,1.0,0.682,10.7,30.2,96.3,44.7,10.4,36.0,62.5,31.5,1342.0,0,1.0,,2.88
EV254222,2023.0,55857.0,184.0,91.71,0.4591,96.18,54.22,7.0,0.057,26.0,72.2,91.1,47.2,20.11,17.0,65.1,65.7,1178.0,0,1.0,8.29,2.82
EV108414,2019.0,66073.0,181.0,90.87,0.4639,94.18,62.9,3.0,0.651,10.9,30.7,68.9,54.8,13.5,11.5,51.6,26.0,1224.0,0,3.0,9.13,6.99
EV281730,2021.0,41997.0,214.0,78.06,0.6254,93.74,47.32,7.0,0.412,16.0,34.1,94.6,50.3,24.15,44.4,58.8,35.1,507.0,0,3.0,21.94,4.96
EV251577,2018.0,30795.0,85.0,98.88,0.3778,95.82,85.85,2.0,0.101,4.6,14.0,53.2,53.0,27.41,10.7,64.1,92.3,1359.0,0,0.0,1.12,7.91
EV235291,2020.0,135748.0,255.0,82.86,0.5681,95.15,79.69,3.0,0.484,20.4,89.0,58.5,51.8,27.12,63.1,59.8,24.0,1006.0,0,1.0,17.14,5.05
EV109331,2022.0,104276.0,294.0,84.86,0.4849,92.18,56.91,6.0,0.455,27.0,81.1,91.8,52.9,5.01,20.9,59.3,23.6,1041.0,0,,15.14,4.0
EV298536,2018.0,35717.0,51.0,94.69,0.4516,94.94,83.62,1.0,0.092,8.0,15.5,42.1,51.2,27.03,17.5,62.5,82.4,1429.0,0,5.0,5.31,8.11
EV167795,2023.0,29139.0,141.0,92.55,0.4195,93.82,38.66,2.0,0.118,24.6,30.6,87.1,50.8,16.78,44.6,63.5,74.0,1248.0,0,4.0,7.45,3.17
EV298116,2021.0,73132.0,127.0,88.81,0.4458,94.63,78.76,4.0,0.369,20.4,45.8,62.4,49.6,24.13,42.3,60.9,33.6,1217.0,0,1.0,11.19,4.92
EV112637,2021.0,96534.0,163.0,85.45,0.6308,95.27,83.71,4.0,0.098,46.0,74.0,71.6,51.3,20.16,0.0,61.5,79.4,511.0,0,1.0,14.55,4.77
EV171933,2017.0,168061.0,825.0,65.03,0.6781,91.93,29.83,10.0,0.076,20.9,64.9,72.8,58.5,39.07,0.0,59.2,0.0,433.0,1,2.0,34.97,8.9
EV289353,2023.0,50709.0,101.0,97.54,0.4528,96.92,71.87,2.0,0.198,18.8,54.2,87.3,46.4,9.1,11.1,67.0,86.1,1390.0,0,2.0,2.46,2.75
EV276460,2022.0,21159.0,48.0,96.99,0.5063,96.39,100.53,1.0,0.324,5.2,15.1,71.0,46.2,9.92,47.1,66.2,77.5,1406.0,0,2.0,3.01,3.93
EV188071,2023.0,9650.0,17.0,99.8,0.3712,96.28,97.6,3.0,0.232,1.0,3.0,89.0,62.8,3.97,2.8,58.7,88.7,1172.0,0,1.0,0.2,3.01
EV112772,2020.0,110655.0,265.0,86.56,0.4935,95.15,71.71,7.0,0.136,42.4,60.9,72.8,56.2,22.28,33.2,59.0,51.6,1046.0,0,1.0,13.44,5.95
EV287105,2015.0,446568.0,1053.0,55.49,0.7291,89.84,48.43,7.0,0.39,73.6,135.4,54.1,69.3,40.94,43.5,44.1,1.0,215.0,1,7.0,44.51,10.99
EV251745,2023.0,22783.0,62.0,87.61,0.5063,95.3,77.19,3.0,0.508,10.2,26.2,81.1,52.5,11.56,53.7,60.4,32.4,1400.0,0,5.0,,3.0
EV112145,2023.0,63082.0,250.0,81.13,0.468,94.11,40.56,10.0,0.406,43.9,55.1,91.9,68.5,24.54,21.5,49.7,63.2,792.0,0,3.0,18.87,2.88
EV195461,2020.0,102549.0,214.0,72.52,0.6173,93.61,45.95,4.0,0.288,16.8,45.6,71.9,59.3,23.94,55.9,52.1,66.5,735.0,0,5.0,27.48,7.83
EV121448,2021.0,57404.0,152.0,96.05,0.4238,94.24,95.03,3.0,0.096,16.0,40.0,70.1,45.2,18.73,6.2,73.7,77.0,1344.0,0,4.0,3.95,5.14
EV190804,2019.0,138360.0,236.0,84.18,0.4535,96.86,81.17,2.0,0.603,51.9,71.5,77.9,56.8,18.15,21.1,51.2,14.8,836.0,0,3.0,15.82,6.75
EV189889,2020.0,46919.0,37.0,96.78,0.3354,95.1,119.34,4.0,0.555,14.3,26.1,70.0,62.3,14.95,23.1,50.6,52.1,1135.0,0,1.0,3.22,5.8
EV231583,2021.0,171413.0,391.0,67.71,0.6617,91.94,61.01,10.0,0.587,36.8,119.5,64.2,76.2,18.33,100.0,42.7,22.1,709.0,1,2.0,32.29,
EV284190,2016.0,96859.0,186.0,91.31,0.417,97.14,94.25,1.0,0.125,8.5,47.1,59.2,61.2,18.22,0.4,54.4,83.4,916.0,0,3.0,8.69,10.21
EV121741,2020.0,44667.0,127.0,87.61,0.4646,96.58,114.89,4.0,0.43,21.1,59.8,82.8,53.4,17.34,41.9,57.4,31.0,1298.0,0,1.0,5.98,2.65
EV273810,2022.0,76539.0,276.0,82.0,0.4128,93.76,50.35,7.0,0.134,25.7,52.8,83.4,68.2,16.95,25.1,50.2,61.7,800.0,0,2.0,18.0,4.27
EV249155,2020.0,219945.0,804.0,62.02,0.669,92.15,34.49,14.0,0.319,52.2,134.6,82.7,66.5,28.77,55.7,55.4,32.7,432.0,1,5.0,37.98,5.9
EV230521,2019.0,5648.0,1.0,98.51,0.3472,97.92,47.49,1.0,0.227,1.4,3.0,72.5,59.1,7.7,48.9,53.9,50.8,1207.0,0,4.0,1.49,6.91
EV191286,2015.0,167734.0,528.0,68.47,0.5924,94.45,47.0,8.0,0.28,20.1,48.1,55.3,69.6,28.76,10.5,50.8,83.1,472.0,0,2.0,31.53,11.03
EV288417,2019.0,3066.0,12.0,99.8,0.3915,98.86,89.14,1.0,0.086,1.0,47.1,65.3,35.3,5.32,22.4,75.8,95.7,791.0,0,0.0,0.2,6.9
EV285250,2016.0,20586.0,37.0,94.27,0.3724,95.58,88.32,1.0,0.492,1.3,4.3,55.9,69.0,13.6,29.2,51.4,34.1,1120.0,0,0.0,5.73,9.94
EV159009,2023.0,15594.0,45.0,95.88,0.3758,96.63,54.39,3.0,0.193,9.3,12.0,90.0,53.6,7.5,33.2,54.5,78.6,1415.0,0,2.0,4.12,3.32
EV150421,2017.0,131417.0,271.0,85.98,0.4861,95.06,75.46,5.0,0.054,15.5,51.4,57.5,62.6,23.9,13.5,52.7,41.9,1038.0,0,1.0,,8.98
EV149309,2019.0,133125.0,296.0,78.03,0.5244,91.26,72.72,9.0,0.37,40.7,63.5,76.1,66.9,13.25,64.3,44.4,34.8,693.0,0,2.0,21.97,6.99
EV128586,2024.0,25040.0,179.0,86.71,0.5387,94.75,41.31,4.0,0.618,14.3,32.6,72.8,52.7,13.93,46.3,63.4,29.0,1116.0,0,0.0,13.29,1.8
EV216721,2020.0,79657.0,151.0,88.71,0.5253,95.38,65.55,3.0,0.369,15.6,40.3,69.9,68.1,19.64,55.6,46.7,31.8,1195.0,0,1.0,11.29,6.05
EV232353,2020.0,23437.0,52.0,92.75,0.3461,94.22,89.94,1.0,0.338,10.5,18.5,70.7,64.2,14.71,27.3,53.0,66.5,1027.0,0,3.0,7.25,6.11
EV118735,2016.0,171013.0,538.0,64.58,0.5984,93.0,41.56,7.0,0.369,21.6,57.6,62.4,73.5,29.64,28.3,40.7,50.9,436.0,0,2.0,35.42,10.24
EV124098,2020.0,100385.0,348.0,85.58,0.5397,94.96,41.14,9.0,0.129,45.1,61.4,74.4,48.9,13.01,7.9,70.6,46.0,994.0,0,0.0,14.42,5.94
EV235451,2020.0,5581.0,13.0,98.08,0.4518,95.23,83.0,1.0,0.079,3.7,5.3,72.8,41.9,11.72,58.3,68.2,58.6,1442.0,0,2.0,1.92,6.08
EV128406,2023.0,40085.0,198.0,82.37,0.53,94.25,33.68,7.0,0.674,18.0,36.1,92.3,80.3,23.64,65.9,32.9,1.4,1113.0,1,4.0,17.63,2.96
EV207550,2021.0,102875.0,277.0,87.61,0.4689,96.77,97.86,5.0,0.256,31.3,68.9,76.7,52.3,17.28,15.3,62.5,56.7,1001.0,0,4.0,15.22,5.0
EV100793,2023.0,1418.0,1.0,99.8,0.3384,96.16,78.52,5.0,0.232,1.1,3.0,78.7,47.1,17.03,40.2,65.1,81.3,1508.0,0,1.0,0.2,3.01
EV191342,2015.0,347413.0,214.0,49.9,0.6568,89.08,33.69,11.0,0.719,45.5,110.9,63.0,82.5,31.07,76.9,32.4,0.0,97.0,1,6.0,50.1,10.95
EV222093,2017.0,31906.0,49.0,87.61,0.4623,95.41,89.22,1.0,0.478,2.2,5.2,58.1,51.2,13.94,44.3,67.0,56.1,1426.0,0,4.0,0.94,9.15
EV105102,2020.0,136098.0,262.0,83.65,0.519,92.59,78.17,5.0,0.25,35.3,58.7,75.3,50.8,17.63,28.0,58.9,53.0,1057.0,0,2.0,16.35,7.12
EV298772,2016.0,145012.0,397.0,71.68,0.5653,94.17,53.38,5.0,0.162,18.9,48.4,41.3,74.7,33.92,9.5,45.3,83.8,554.0,1,2.0,28.32,10.08
EV167785,2019.0,35047.0,48.0,95.75,0.4134,94.25,84.18,1.0,0.366,6.4,11.9,74.4,51.6,6.27,24.9,56.9,31.7,1440.0,0,1.0,4.25,6.77
EV234448,2020.0,199708.0,443.0,68.41,0.637,92.98,58.92,12.0,0.452,57.4,129.5,74.3,69.6,28.29,62.8,49.4,0.0,533.0,1,3.0,31.59,4.91
EV111347,2022.0,74893.0,214.0,88.1,0.375,92.84,68.88,3.0,0.172,26.5,59.7,83.3,61.4,15.34,5.7,58.1,40.5,850.0,0,3.0,11.9,4.01
EV100003,2022.0,83700.0,353.0,85.11,0.4144,94.26,40.3,10.0,0.417,29.9,58.2,88.3,53.6,12.99,23.4,58.2,52.1,867.0,0,3.0,14.89,
EV163316,2015.0,27558.0,69.0,99.49,0.3467,96.77,72.16,1.0,0.068,6.7,9.5,52.5,66.6,17.42,36.6,55.3,90.0,1114.0,0,2.0,0.51,11.0
EV216029,2019.0,33125.0,39.0,99.07,0.5063,97.59,65.99,1.0,0.245,7.4,13.1,69.2,42.8,13.1,39.1,61.9,71.4,1468.0,0,2.0,0.93,7.04
EV155798,2023.0,4805.0,1.0,99.8,0.4263,97.45,82.02,4.0,0.174,2.4,3.4,81.4,47.2,12.6,40.9,65.6,51.2,1533.0,0,4.0,0.2,2.98
EV106504,2019.0,11504.0,34.0,97.3,0.3971,95.82,41.1,2.0,0.4,1.8,3.0,74.9,40.6,9.08,45.0,64.7,45.8,1421.0,0,0.0,2.7,7.1
EV197353,2022.0,74613.0,238.0,75.63,0.633,93.68,62.54,5.0,0.293,20.4,61.5,89.3,46.2,19.91,7.8,59.8,56.8,407.0,0,1.0,24.37,4.11
EV127339,2022.0,31111.0,134.0,95.37,0.3758,95.98,75.75,7.0,0.28,7.2,19.3,78.5,45.6,11.61,54.2,61.3,80.2,1291.0,0,4.0,4.63,3.87
EV265039,2015.0,196940.0,420.0,81.05,0.5253,91.73,78.42,6.0,0.044,39.4,65.1,59.2,53.6,17.17,30.8,63.5,80.1,889.0,0,5.0,18.95,10.99
EV242974,2015.0,26504.0,22.0,98.17,0.3806,96.89,89.24,1.0,0.302,3.2,9.3,48.3,63.3,17.25,40.7,52.0,69.2,1182.0,0,2.0,1.83,11.26
EV163078,2016.0,172352.0,450.0,57.07,0.7754,91.25,45.28,6.0,0.204,20.1,60.1,54.6,57.6,39.6,41.0,59.9,9.3,196.0,1,3.0,42.93,10.14
EV125725,2015.0,22121.0,47.0,96.55,0.3364,94.98,74.15,1.0,0.249,3.2,7.3,61.5,65.7,19.63,36.7,57.9,67.0,1138.0,0,4.0,3.45,10.94
EV142483,2016.0,252025.0,1002.0,62.84,0.6784,89.16,33.79,5.0,0.373,20.4,81.7,62.4,68.2,32.25,28.4,55.3,0.0,301.0,1,1.0,37.16,10.02
EV124341,2021.0,137976.0,609.0,61.32,0.6389,90.13,27.62,16.0,0.345,37.9,86.5,72.8,74.8,37.94,56.3,41.5,0.0,1030.0,1,4.0,38.68,
EV284975,2018.0,37625.0,110.0,97.38,0.3703,96.62,73.34,1.0,0.318,8.7,11.8,74.1,43.5,8.36,23.4,72.6,74.2,1369.0,0,3.0,2.62,7.95
EV230822,2017.0,365862.0,1427.0,28.83,0.5063,81.89,14.47,16.0,0.32,20.4,137.8,48.6,100.0,47.35,100.0,30.2,0.0,0.0,1,11.0,71.17,9.09
EV278132,2020.0,26154.0,63.0,97.93,0.4077,99.17,72.17,3.0,0.062,5.8,20.1,79.6,52.9,12.84,10.1,61.3,87.4,1365.0,0,3.0,2.07,5.71
EV230476,2019.0,127110.0,495.0,54.38,0.9439,88.95,28.03,9.0,0.167,19.7,58.2,71.9,74.7,32.2,15.8,40.5,29.0,154.0,1,2.0,45.62,7.11
EV130894,2021.0,17039.0,58.0,94.22,0.4895,94.82,115.68,1.0,0.379,2.9,10.1,82.8,43.8,18.2,42.5,67.4,52.3,689.0,0,3.0,5.78,4.94
EV280511,2018.0,32134.0,76.0,96.81,0.4366,96.73,75.39,3.0,0.318,6.8,16.3,73.7,51.9,7.62,33.2,55.4,59.9,1335.0,0,7.0,,8.05
EV185003,2018.0,31358.0,82.0,95.4,0.3807,94.23,79.07,1.0,0.171,6.9,18.7,74.8,63.0,20.97,16.7,49.2,46.2,1072.0,0,1.0,4.6,
EV193932,2018.0,58917.0,343.0,86.07,0.5135,93.0,38.33,3.0,0.077,13.8,25.8,72.0,58.6,15.48,2.0,59.5,52.1,1054.0,0,3.0,13.93,7.74
EV135239,2020.0,62398.0,189.0,85.26,0.5091,95.49,52.95,1.0,0.431,17.1,30.3,76.5,58.1,16.7,23.5,56.6,46.8,1080.0,0,2.0,14.74,6.1
EV134844,2021.0,47752.0,109.0,94.95,0.4365,95.1,74.77,5.0,0.593,15.2,40.8,70.9,42.0,7.79,56.3,63.9,11.0,1306.0,0,1.0,,4.75
EV106410,2022.0,49692.0,168.0,88.22,0.4296,93.92,44.44,6.0,0.375,21.9,52.1,79.4,65.3,23.87,38.3,47.7,31.7,879.0,0,,11.78,3.94
EV197662,2021.0,148455.0,365.0,81.27,0.5329,94.32,61.33,7.0,0.388,47.5,106.9,74.9,46.3,26.33,52.7,67.6,34.3,955.0,0,1.0,18.73,4.93
